text,label
"Lunch on Monday at 4:00 PM? Found a new place near the office, ref code 7102.",0
"Lunch on Friday at 2:30 PM? Found a new place near the office, ref code 1650.",0
Action required: Your tax refund of $1266 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
"Hey, here's the report you asked for (ref: 6034). Let me know if you have any questions or need changes before Friday.",0
Congratulations! You have won a all-inclusive vacation. Claim your reward now by entering your bank details here: http://192.168.4.22/confirm,1
Your Instagram order #90433 has been delivered. We hope you enjoy it!,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 78964 articles.,0
Your invoice #84541 is overdue. Please make payment immediately to avoid legal action. Pay here: http://secure-verify-account.tk/login,1
Your monthly statement for Google (account ending 7816) is now available in your dashboard. No action is needed.,0
Your Dropbox payment failed. Update your billing information immediately to avoid service interruption: http://paypal-alert.cf/secure,1
Thanks for your order #39895! Your Google package has shipped and should arrive within 5 business days.,0
Your Bank of America order #14476 has been delivered. We hope you enjoy it!,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 34109 articles.,0
Your password will expire today. Click here to reset it immediately and avoid losing access: https://account-update.xyz/verify,1
"Dear customer, your Dropbox account has been suspended. Click here to verify your identity within 24 hours: https://account-update.xyz/verify",1
Thanks for your order #87921! Your Spotify package has shipped and should arrive within 7 business days.,0
"Lunch on Wednesday at 9:00 AM? Found a new place near the office, ref code 3217.",0
Your Microsoft 365 payment failed. Update your billing information immediately to avoid service interruption: https://account-update.xyz/verify,1
"Hi, attaching the meeting notes from today's call (#77389). Action items are highlighted at the bottom.",0
Your Apple ID storage is full. Click below to upgrade or your files will be deleted in 48 hours: https://account-update.xyz/verify,1
Your Dropbox storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://192.168.4.22/confirm,1
Your Instagram order #76732 has been delivered. We hope you enjoy it!,0
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (4505). Let me know if that works for everyone.",0
Thanks for signing up for our newsletter. Here's a summary of this week's top 92564 articles.,0
"Following up on our conversation about Aurora - I've shared doc #9497 with you, let me know your thoughts.",0
Your invoice #66915 is overdue. Please make payment immediately to avoid legal action. Pay here: http://paypal-alert.cf/secure,1
Your Instagram storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://paypal-alert.cf/secure,1
Your invoice #56864 is overdue. Please make payment immediately to avoid legal action. Pay here: http://paypal-alert.cf/secure,1
Action required: Your tax refund of $1977 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Action required: Your tax refund of $687 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
"Following up on our conversation about Aurora - I've shared doc #1975 with you, let me know your thoughts.",0
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (8373). Let me know if that works for everyone.",0
Action required: Your tax refund of $3197 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
Your Google order #55482 has been delivered. We hope you enjoy it!,0
Final notice: Your Netflix subscription will be cancelled. Renew now and confirm your card details: http://secure-verify-account.tk/login,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 81154 articles.,0
URGENT: Unusual sign-in activity detected on your Bank of America account. Confirm your password now or your account will be locked: http://secure-verify-account.tk/login,1
We could not process your recent Instagram order. Please confirm your payment details to avoid cancellation: http://secure-verify-account.tk/login,1
"Hi team, just a reminder that our weekly sync is moved to 4:00 PM tomorrow (7550). Let me know if that works for everyone.",0
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (9298). Let me know if that works for everyone.",0
Your subscription to Amazon was renewed successfully (order #96060). Thanks for being a loyal customer.,0
Action required: Your tax refund of $2295 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
Your Dropbox order #18854 has been delivered. We hope you enjoy it!,0
Your Google order #51255 has been delivered. We hope you enjoy it!,0
"Hi, attaching the meeting notes from today's call (#15427). Action items are highlighted at the bottom.",0
We could not process your recent Google order. Please confirm your payment details to avoid cancellation: http://paypal-alert.cf/secure,1
"Lunch on Wednesday at 2:30 PM? Found a new place near the office, ref code 5711.",0
Your invoice #55878 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
Your subscription to Netflix was renewed successfully (order #81414). Thanks for being a loyal customer.,0
URGENT: Unusual sign-in activity detected on your Instagram account. Confirm your password now or your account will be locked: http://bit.ly/3kXyZ1,1
"Following up on our conversation about Nimbus - I've shared doc #5003 with you, let me know your thoughts.",0
Reminder: your appointment with Dr. Brown is scheduled for 10:00 AM on Monday. Reply to confirm or reschedule.,0
Thanks for your order #83308! Your Apple ID package has shipped and should arrive within 3 business days.,0
FYI - I've updated the Aurora doc with the latest numbers (rev 7317). Take a look when you can.,0
Your Spotify storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://bit.ly/3kXyZ1,1
Final notice: Your Dropbox subscription will be cancelled. Renew now and confirm your card details: https://account-update.xyz/verify,1
Action required: Your tax refund of $1501 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
"Following up on our conversation about Phoenix - I've shared doc #6944 with you, let me know your thoughts.",0
URGENT: Unusual sign-in activity detected on your Google account. Confirm your password now or your account will be locked: http://paypal-alert.cf/secure,1
"Dear customer, your PayPal account has been suspended. Click here to verify your identity within 24 hours: http://192.168.4.22/confirm",1
Action required: Your tax refund of $308 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
"Following up on our conversation about Atlas - I've shared doc #3592 with you, let me know your thoughts.",0
FYI - I've updated the Phoenix doc with the latest numbers (rev 7504). Take a look when you can.,0
Congratulations! You have won a free iPhone 16. Claim your reward now by entering your bank details here: http://secure-verify-account.tk/login,1
Reminder: your appointment with Dr. Patel is scheduled for 2:30 PM on Wednesday. Reply to confirm or reschedule.,0
Your monthly statement for Spotify (account ending 2492) is now available in your dashboard. No action is needed.,0
Thanks for your order #86701! Your Spotify package has shipped and should arrive within 4 business days.,0
URGENT: Unusual sign-in activity detected on your PayPal account. Confirm your password now or your account will be locked: http://192.168.4.22/confirm,1
Your Spotify payment failed. Update your billing information immediately to avoid service interruption: https://account-update.xyz/verify,1
"Hi team, just a reminder that our weekly sync is moved to 9:00 AM tomorrow (3421). Let me know if that works for everyone.",0
Action required: Your tax refund of $4761 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
Your PayPal order #58949 has been delivered. We hope you enjoy it!,0
We could not process your recent Apple ID order. Please confirm your payment details to avoid cancellation: https://account-update.xyz/verify,1
Your monthly statement for Spotify (account ending 2875) is now available in your dashboard. No action is needed.,0
"Following up on our conversation about Atlas - I've shared doc #9011 with you, let me know your thoughts.",0
"Hi, attaching the meeting notes from today's call (#30875). Action items are highlighted at the bottom.",0
Reminder: your appointment with Dr. Garcia is scheduled for 9:00 AM on next Tuesday. Reply to confirm or reschedule.,0
Action required: Your tax refund of $2012 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Your Bank of America storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://bit.ly/3kXyZ1,1
"Hi team, just a reminder that our weekly sync is moved to 4:00 PM tomorrow (6545). Let me know if that works for everyone.",0
"Following up on our conversation about Nimbus - I've shared doc #1277 with you, let me know your thoughts.",0
"Hi, attaching the meeting notes from today's call (#58909). Action items are highlighted at the bottom.",0
URGENT: Unusual sign-in activity detected on your Apple ID account. Confirm your password now or your account will be locked: http://192.168.4.22/confirm,1
Congratulations! You have won a all-inclusive vacation. Claim your reward now by entering your bank details here: http://paypal-alert.cf/secure,1
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (7712). Let me know if that works for everyone.",0
Your Amazon order #46981 has been delivered. We hope you enjoy it!,0
Your PayPal order #79004 has been delivered. We hope you enjoy it!,0
"Hey, here's the report you asked for (ref: 2078). Let me know if you have any questions or need changes before Friday.",0
Your Amazon payment failed. Update your billing information immediately to avoid service interruption: http://paypal-alert.cf/secure,1
"Hi, attaching the meeting notes from today's call (#32789). Action items are highlighted at the bottom.",0
Your monthly statement for Apple ID (account ending 7618) is now available in your dashboard. No action is needed.,0
Reminder: your appointment with Dr. Brown is scheduled for 10:00 AM on next Tuesday. Reply to confirm or reschedule.,0
"Lunch on next Tuesday at 4:00 PM? Found a new place near the office, ref code 8071.",0
Reminder: your appointment with Dr. Garcia is scheduled for 9:00 AM on Monday. Reply to confirm or reschedule.,0
Action required: Your tax refund of $3387 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 61972 articles.,0
"Hey, here's the report you asked for (ref: 5841). Let me know if you have any questions or need changes before Friday.",0
Your invoice #34364 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (5506). Let me know if that works for everyone.",0
Your monthly statement for Google (account ending 8808) is now available in your dashboard. No action is needed.,0
Action required: Your tax refund of $2011 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (4508). Let me know if that works for everyone.",0
Final notice: Your Dropbox subscription will be cancelled. Renew now and confirm your card details: http://paypal-alert.cf/secure,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 82396 articles.,0
Your invoice #47415 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
"Dear customer, your Dropbox account has been suspended. Click here to verify your identity within 24 hours: http://secure-verify-account.tk/login",1
"Hey, here's the report you asked for (ref: 1425). Let me know if you have any questions or need changes before Friday.",0
"Following up on our conversation about Phoenix - I've shared doc #4500 with you, let me know your thoughts.",0
Your subscription to Apple ID was renewed successfully (order #58082). Thanks for being a loyal customer.,0
Action required: Your tax refund of $4777 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Your Instagram payment failed. Update your billing information immediately to avoid service interruption: http://paypal-alert.cf/secure,1
"Lunch on Monday at 10:00 AM? Found a new place near the office, ref code 4710.",0
"Following up on our conversation about Aurora - I've shared doc #4477 with you, let me know your thoughts.",0
Thanks for signing up for our newsletter. Here's a summary of this week's top 64997 articles.,0
Final notice: Your Dropbox subscription will be cancelled. Renew now and confirm your card details: http://secure-verify-account.tk/login,1
URGENT: Unusual sign-in activity detected on your Microsoft 365 account. Confirm your password now or your account will be locked: http://paypal-alert.cf/secure,1
Thanks for your order #73810! Your Google package has shipped and should arrive within 7 business days.,0
Your Apple ID order #33487 has been delivered. We hope you enjoy it!,0
We could not process your recent Spotify order. Please confirm your payment details to avoid cancellation: http://192.168.4.22/confirm,1
Here's the recipe you wanted (makes 3 servings) - hope you enjoy making it this weekend!,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 44802 articles.,0
"Hi, attaching the meeting notes from today's call (#58198). Action items are highlighted at the bottom.",0
Reminder: your appointment with Dr. Lee is scheduled for 4:00 PM on Monday. Reply to confirm or reschedule.,0
Your subscription to Instagram was renewed successfully (order #27761). Thanks for being a loyal customer.,0
"Hey, here's the report you asked for (ref: 3541). Let me know if you have any questions or need changes before Friday.",0
Your invoice #89041 is overdue. Please make payment immediately to avoid legal action. Pay here: http://secure-verify-account.tk/login,1
Your Apple ID order #87188 has been delivered. We hope you enjoy it!,0
Your monthly statement for Apple ID (account ending 1330) is now available in your dashboard. No action is needed.,0
We could not process your recent Bank of America order. Please confirm your payment details to avoid cancellation: http://bit.ly/3kXyZ1,1
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (2480). Let me know if that works for everyone.",0
"Following up on our conversation about Phoenix - I've shared doc #5195 with you, let me know your thoughts.",0
Thanks for your order #17681! Your Dropbox package has shipped and should arrive within 6 business days.,0
Your Bank of America order #55233 has been delivered. We hope you enjoy it!,0
URGENT: Unusual sign-in activity detected on your Amazon account. Confirm your password now or your account will be locked: http://secure-verify-account.tk/login,1
Your Amazon storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://192.168.4.22/confirm,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 49145 articles.,0
Your Bank of America storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://paypal-alert.cf/secure,1
"Dear customer, your Apple ID account has been suspended. Click here to verify your identity within 24 hours: http://192.168.4.22/confirm",1
Thanks for your order #52040! Your Netflix package has shipped and should arrive within 6 business days.,0
Action required: Your tax refund of $4549 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
Reminder: your appointment with Dr. Garcia is scheduled for 4:00 PM on Wednesday. Reply to confirm or reschedule.,0
Your Google storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://secure-verify-account.tk/login,1
Quick question - are you free for a 10:00 AM call on Friday to discuss the Phoenix roadmap?,0
Action required: Your tax refund of $218 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
Action required: Your tax refund of $3546 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
Quick question - are you free for a 4:00 PM call on Monday to discuss the Phoenix roadmap?,0
Final notice: Your Apple ID subscription will be cancelled. Renew now and confirm your card details: http://192.168.4.22/confirm,1
Your monthly statement for Amazon (account ending 4233) is now available in your dashboard. No action is needed.,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 70786 articles.,0
Your Bank of America payment failed. Update your billing information immediately to avoid service interruption: http://bit.ly/3kXyZ1,1
"Following up on our conversation about Atlas - I've shared doc #2027 with you, let me know your thoughts.",0
"Congratulations! You have won a $1,000 Amazon Gift Card. Claim your reward now by entering your bank details here: http://192.168.4.22/confirm",1
Action required: Your tax refund of $2827 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
Thanks for your order #67324! Your Apple ID package has shipped and should arrive within 5 business days.,0
Your monthly statement for Amazon (account ending 9136) is now available in your dashboard. No action is needed.,0
"Hey, here's the report you asked for (ref: 2918). Let me know if you have any questions or need changes before Friday.",0
"Lunch on Monday at 2:30 PM? Found a new place near the office, ref code 7769.",0
"Hey, here's the report you asked for (ref: 5215). Let me know if you have any questions or need changes before Friday.",0
"Hi team, just a reminder that our weekly sync is moved to 4:00 PM tomorrow (8926). Let me know if that works for everyone.",0
Action required: Your tax refund of $4553 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 40142 articles.,0
Reminder: your appointment with Dr. Brown is scheduled for 9:00 AM on next Tuesday. Reply to confirm or reschedule.,0
Your monthly statement for Amazon (account ending 2181) is now available in your dashboard. No action is needed.,0
"Lunch on Friday at 10:00 AM? Found a new place near the office, ref code 1296.",0
Your subscription to Apple ID was renewed successfully (order #12141). Thanks for being a loyal customer.,0
Your Microsoft 365 payment failed. Update your billing information immediately to avoid service interruption: http://bit.ly/3kXyZ1,1
Action required: Your tax refund of $824 is ready. Verify your details to receive your refund: https://account-update.xyz/verify,1
Your subscription to Apple ID was renewed successfully (order #89389). Thanks for being a loyal customer.,0
"Just a heads up, the office will be closed on Monday for the holiday. Have a great weekend!",0
"Hi, attaching the meeting notes from today's call (#13097). Action items are highlighted at the bottom.",0
URGENT: Unusual sign-in activity detected on your Google account. Confirm your password now or your account will be locked: http://secure-verify-account.tk/login,1
FYI - I've updated the Aurora doc with the latest numbers (rev 8410). Take a look when you can.,0
Your invoice #18565 is overdue. Please make payment immediately to avoid legal action. Pay here: http://192.168.4.22/confirm,1
Your Netflix payment failed. Update your billing information immediately to avoid service interruption: http://secure-verify-account.tk/login,1
Quick question - are you free for a 4:00 PM call on Wednesday to discuss the Nimbus roadmap?,0
Your subscription to Google was renewed successfully (order #99352). Thanks for being a loyal customer.,0
Your subscription to Instagram was renewed successfully (order #68826). Thanks for being a loyal customer.,0
FYI - I've updated the Aurora doc with the latest numbers (rev 6579). Take a look when you can.,0
Action required: Your tax refund of $4910 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
"Security Alert: We noticed a login attempt from a new device. If this wasn't you, secure your account immediately: http://bit.ly/3kXyZ1",1
Thanks for your order #41557! Your Microsoft 365 package has shipped and should arrive within 6 business days.,0
"Hey, here's the report you asked for (ref: 5003). Let me know if you have any questions or need changes before Friday.",0
Your subscription to Google was renewed successfully (order #72237). Thanks for being a loyal customer.,0
Action required: Your tax refund of $4576 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
"Lunch on next Tuesday at 9:00 AM? Found a new place near the office, ref code 1453.",0
We could not process your recent Microsoft 365 order. Please confirm your payment details to avoid cancellation: http://secure-verify-account.tk/login,1
"Lunch on next Tuesday at 9:00 AM? Found a new place near the office, ref code 1382.",0
"Dear customer, your Apple ID account has been suspended. Click here to verify your identity within 24 hours: http://paypal-alert.cf/secure",1
Your subscription to Netflix was renewed successfully (order #59882). Thanks for being a loyal customer.,0
Your monthly statement for Instagram (account ending 7788) is now available in your dashboard. No action is needed.,0
We could not process your recent Netflix order. Please confirm your payment details to avoid cancellation: https://account-update.xyz/verify,1
Your invoice #60101 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
Quick question - are you free for a 4:00 PM call on Monday to discuss the Atlas roadmap?,0
Action required: Your tax refund of $2622 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Your invoice #21794 is overdue. Please make payment immediately to avoid legal action. Pay here: http://secure-verify-account.tk/login,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 17908 articles.,0
FYI - I've updated the Atlas doc with the latest numbers (rev 7236). Take a look when you can.,0
"Dear customer, your Apple ID account has been suspended. Click here to verify your identity within 24 hours: https://account-update.xyz/verify",1
Action required: Your tax refund of $1945 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Final notice: Your Netflix subscription will be cancelled. Renew now and confirm your card details: http://192.168.4.22/confirm,1
Thanks for your order #78384! Your Bank of America package has shipped and should arrive within 3 business days.,0
Action required: Your tax refund of $1190 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
Your monthly statement for Apple ID (account ending 5366) is now available in your dashboard. No action is needed.,0
Your invoice #19494 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
Reminder: your appointment with Dr. Patel is scheduled for 9:00 AM on Monday. Reply to confirm or reschedule.,0
Final notice: Your Instagram subscription will be cancelled. Renew now and confirm your card details: http://paypal-alert.cf/secure,1
Action required: Your tax refund of $1898 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
URGENT: Unusual sign-in activity detected on your Amazon account. Confirm your password now or your account will be locked: http://bit.ly/3kXyZ1,1
Your monthly statement for Microsoft 365 (account ending 4736) is now available in your dashboard. No action is needed.,0
"Hi, attaching the meeting notes from today's call (#33019). Action items are highlighted at the bottom.",0
Your monthly statement for Spotify (account ending 1896) is now available in your dashboard. No action is needed.,0
"Dear customer, your Spotify account has been suspended. Click here to verify your identity within 24 hours: http://paypal-alert.cf/secure",1
"Hi team, just a reminder that our weekly sync is moved to 4:00 PM tomorrow (5668). Let me know if that works for everyone.",0
Congratulations! You have won a $500 cash prize. Claim your reward now by entering your bank details here: http://paypal-alert.cf/secure,1
Your PayPal order #78538 has been delivered. We hope you enjoy it!,0
URGENT: Unusual sign-in activity detected on your PayPal account. Confirm your password now or your account will be locked: http://paypal-alert.cf/secure,1
FYI - I've updated the Atlas doc with the latest numbers (rev 4078). Take a look when you can.,0
"Hey, here's the report you asked for (ref: 5942). Let me know if you have any questions or need changes before Friday.",0
Quick question - are you free for a 10:00 AM call on Friday to discuss the Nimbus roadmap?,0
Final notice: Your Spotify subscription will be cancelled. Renew now and confirm your card details: https://account-update.xyz/verify,1
"Hi team, just a reminder that our weekly sync is moved to 10:00 AM tomorrow (5885). Let me know if that works for everyone.",0
Action required: Your tax refund of $790 is ready. Verify your details to receive your refund: https://account-update.xyz/verify,1
Thanks for your order #73721! Your Bank of America package has shipped and should arrive within 5 business days.,0
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (8429). Let me know if that works for everyone.",0
Your Instagram order #66999 has been delivered. We hope you enjoy it!,0
"Following up on our conversation about Nimbus - I've shared doc #1666 with you, let me know your thoughts.",0
Quick question - are you free for a 9:00 AM call on Wednesday to discuss the Nimbus roadmap?,0
"Dear customer, your Spotify account has been suspended. Click here to verify your identity within 24 hours: http://bit.ly/3kXyZ1",1
Your Apple ID storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://paypal-alert.cf/secure,1
Your invoice #80138 is overdue. Please make payment immediately to avoid legal action. Pay here: http://paypal-alert.cf/secure,1
"Dear customer, your Google account has been suspended. Click here to verify your identity within 24 hours: http://bit.ly/3kXyZ1",1
"Dear customer, your Amazon account has been suspended. Click here to verify your identity within 24 hours: https://account-update.xyz/verify",1
Your monthly statement for Apple ID (account ending 4860) is now available in your dashboard. No action is needed.,0
We could not process your recent PayPal order. Please confirm your payment details to avoid cancellation: http://192.168.4.22/confirm,1
We could not process your recent Dropbox order. Please confirm your payment details to avoid cancellation: https://account-update.xyz/verify,1
"Following up on our conversation about Aurora - I've shared doc #6359 with you, let me know your thoughts.",0
Your Spotify order #67226 has been delivered. We hope you enjoy it!,0
"Hi team, just a reminder that our weekly sync is moved to 2:30 PM tomorrow (1902). Let me know if that works for everyone.",0
Action required: Your tax refund of $4927 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
URGENT: Unusual sign-in activity detected on your Dropbox account. Confirm your password now or your account will be locked: http://paypal-alert.cf/secure,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 95152 articles.,0
"Hey, here's the report you asked for (ref: 8591). Let me know if you have any questions or need changes before Friday.",0
URGENT: Unusual sign-in activity detected on your Bank of America account. Confirm your password now or your account will be locked: https://account-update.xyz/verify,1
FYI - I've updated the Nimbus doc with the latest numbers (rev 6956). Take a look when you can.,0
Thanks for your order #87449! Your Bank of America package has shipped and should arrive within 6 business days.,0
Your invoice #80221 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
"Hi, attaching the meeting notes from today's call (#85211). Action items are highlighted at the bottom.",0
We could not process your recent Google order. Please confirm your payment details to avoid cancellation: http://bit.ly/3kXyZ1,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 88714 articles.,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 14168 articles.,0
Thanks for your order #29824! Your Bank of America package has shipped and should arrive within 2 business days.,0
Action required: Your tax refund of $492 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
"Hi team, just a reminder that our weekly sync is moved to 4:00 PM tomorrow (7848). Let me know if that works for everyone.",0
Your Netflix payment failed. Update your billing information immediately to avoid service interruption: http://paypal-alert.cf/secure,1
Your invoice #70986 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
Your invoice #75991 is overdue. Please make payment immediately to avoid legal action. Pay here: http://192.168.4.22/confirm,1
Thanks for your order #25322! Your Microsoft 365 package has shipped and should arrive within 5 business days.,0
URGENT: Unusual sign-in activity detected on your Bank of America account. Confirm your password now or your account will be locked: http://paypal-alert.cf/secure,1
Thanks for your order #65239! Your Bank of America package has shipped and should arrive within 3 business days.,0
Final notice: Your Apple ID subscription will be cancelled. Renew now and confirm your card details: https://account-update.xyz/verify,1
Your monthly statement for PayPal (account ending 7404) is now available in your dashboard. No action is needed.,0
"Dear customer, your Google account has been suspended. Click here to verify your identity within 24 hours: http://paypal-alert.cf/secure",1
Final notice: Your Google subscription will be cancelled. Renew now and confirm your card details: http://192.168.4.22/confirm,1
Your Instagram order #11966 has been delivered. We hope you enjoy it!,0
Your Spotify order #26678 has been delivered. We hope you enjoy it!,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 58745 articles.,0
We could not process your recent PayPal order. Please confirm your payment details to avoid cancellation: http://bit.ly/3kXyZ1,1
Final notice: Your PayPal subscription will be cancelled. Renew now and confirm your card details: http://bit.ly/3kXyZ1,1
Your subscription to Netflix was renewed successfully (order #51904). Thanks for being a loyal customer.,0
"Following up on our conversation about Atlas - I've shared doc #9303 with you, let me know your thoughts.",0
Thanks for your order #21018! Your Microsoft 365 package has shipped and should arrive within 4 business days.,0
Your subscription to Google was renewed successfully (order #38555). Thanks for being a loyal customer.,0
Your Netflix order #53113 has been delivered. We hope you enjoy it!,0
"Lunch on next Tuesday at 4:00 PM? Found a new place near the office, ref code 8907.",0
Your monthly statement for Apple ID (account ending 4478) is now available in your dashboard. No action is needed.,0
"Hey, here's the report you asked for (ref: 7435). Let me know if you have any questions or need changes before Friday.",0
Your monthly statement for PayPal (account ending 3004) is now available in your dashboard. No action is needed.,0
Your Microsoft 365 order #40867 has been delivered. We hope you enjoy it!,0
"Dear customer, your Microsoft 365 account has been suspended. Click here to verify your identity within 24 hours: http://paypal-alert.cf/secure",1
Congratulations! You have won a free iPhone 16. Claim your reward now by entering your bank details here: http://192.168.4.22/confirm,1
We could not process your recent Microsoft 365 order. Please confirm your payment details to avoid cancellation: http://192.168.4.22/confirm,1
"Hey, here's the report you asked for (ref: 2756). Let me know if you have any questions or need changes before Friday.",0
"Following up on our conversation about Atlas - I've shared doc #8057 with you, let me know your thoughts.",0
Your monthly statement for Dropbox (account ending 4791) is now available in your dashboard. No action is needed.,0
Action required: Your tax refund of $2194 is ready. Verify your details to receive your refund: http://paypal-alert.cf/secure,1
"Lunch on next Tuesday at 4:00 PM? Found a new place near the office, ref code 4807.",0
Quick question - are you free for a 2:30 PM call on Monday to discuss the Atlas roadmap?,0
Thanks for signing up for our newsletter. Here's a summary of this week's top 22866 articles.,0
"Congratulations! You have won a $1,000 Amazon Gift Card. Claim your reward now by entering your bank details here: http://secure-verify-account.tk/login",1
Your subscription to Microsoft 365 was renewed successfully (order #39655). Thanks for being a loyal customer.,0
Your Bank of America storage is full. Click below to upgrade or your files will be deleted in 48 hours: http://secure-verify-account.tk/login,1
Your subscription to Netflix was renewed successfully (order #73793). Thanks for being a loyal customer.,0
Reminder: your appointment with Dr. Lee is scheduled for 10:00 AM on Friday. Reply to confirm or reschedule.,0
FYI - I've updated the Phoenix doc with the latest numbers (rev 5737). Take a look when you can.,0
Quick question - are you free for a 2:30 PM call on Monday to discuss the Phoenix roadmap?,0
Congratulations! You have won a $500 cash prize. Claim your reward now by entering your bank details here: http://192.168.4.22/confirm,1
"Lunch on next Tuesday at 4:00 PM? Found a new place near the office, ref code 1177.",0
"Following up on our conversation about Nimbus - I've shared doc #2693 with you, let me know your thoughts.",0
Action required: Your tax refund of $902 is ready. Verify your details to receive your refund: http://192.168.4.22/confirm,1
Action required: Your tax refund of $1104 is ready. Verify your details to receive your refund: http://secure-verify-account.tk/login,1
Your invoice #74846 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
"Dear customer, your Amazon account has been suspended. Click here to verify your identity within 24 hours: http://paypal-alert.cf/secure",1
We could not process your recent Spotify order. Please confirm your payment details to avoid cancellation: http://paypal-alert.cf/secure,1
Action required: Your tax refund of $2779 is ready. Verify your details to receive your refund: https://account-update.xyz/verify,1
Thanks for signing up for our newsletter. Here's a summary of this week's top 66163 articles.,0
Reminder: your appointment with Dr. Patel is scheduled for 4:00 PM on next Tuesday. Reply to confirm or reschedule.,0
Your invoice #31293 is overdue. Please make payment immediately to avoid legal action. Pay here: http://bit.ly/3kXyZ1,1
URGENT: Unusual sign-in activity detected on your Spotify account. Confirm your password now or your account will be locked: http://bit.ly/3kXyZ1,1
"Hi, attaching the meeting notes from today's call (#74208). Action items are highlighted at the bottom.",0
Action required: Your tax refund of $1699 is ready. Verify your details to receive your refund: http://bit.ly/3kXyZ1,1
Your invoice #92489 is overdue. Please make payment immediately to avoid legal action. Pay here: https://account-update.xyz/verify,1
Your monthly statement for Bank of America (account ending 8920) is now available in your dashboard. No action is needed.,0
Reminder: your appointment with Dr. Lee is scheduled for 9:00 AM on Monday. Reply to confirm or reschedule.,0
Final notice: Your Amazon subscription will be cancelled. Renew now and confirm your card details: https://account-update.xyz/verify,1
